,Property_Area,Frequency_of_Powercuts,Traffic_Density_Score,Air_Quality_Index,Neighborhood_Review,Crime_Rate_equivalent,Water_Supply_equivalent,Dust_and_Noise_equivalent,Property_Type_equivalent,Power_Backup_equivalent
5657,942,0.0,5.47,101.0,4.16,40,1.0,20,5,1.0
5658,932,0.0,7.57,125.0,2.87,10,1.0,20,5,1.0
5659,1270,1.0,8.33,128.0,3.74,25,1.5,15,1,1.0
5660,1540,0.0,6.07,160.0,3.46,20,1.0,20,4,0.0
5661,896,0.0,5.65,110.0,3.52,40,2.0,20,2,1.0
5662,1329,1.0,6.39,98.0,4.16,50,1.0,20,4,0.0
5663,800,0.0,6.61,144.0,2.85,20,2.0,20,2,1.0
5664,788,0.0,4.16,86.0,4.82,50,1.0,20,2,0.0
5665,907,1.0,6.32,147.0,4.1,50,1.0,20,5,0.0
5666,2207,2.0,6.1,136.0,3.49,50,1.0,20,6,1.0
5667,1106,1.0,5.04,105.0,4.16,50,1.0,20,4,0.0
5668,2229,1.0,7.05,145.0,3.47,40,1.0,15,4,1.0
5669,3369,0.0,8.18,181.0,3.36,25,1.5,15,1,1.0
5670,2199,1.0,5.55,83.0,3.56,40,1.0,20,4,0.0
5671,189,0.0,5.92,102.0,3.85,40,2.0,20,2,0.0
5672,1998,1.0,6.83,156.0,3.46,40,1.0,20,4,1.0
5673,1106,0.0,5.5,91.0,4.18,50,2.0,20,4,0.0
5674,2123,0.0,5.82,106.0,4.16,50,2.0,20,4,0.0
5675,684,0.0,5.51,92.0,2.61,20,3.0,15,2,0.0
5676,2138,0.0,5.57,99.0,3.23,20,2.0,20,4,0.0
5677,563,1.0,7.43,93.0,2.28,10,1.0,20,2,1.0
5678,769,0.0,6.41,137.0,4.74,50,1.0,20,2,0.0
5679,1736,1.0,7.46,87.0,2.29,25,1.5,15,1,1.0
5680,2121,1.0,5.16,119.0,3.2,40,2.0,20,4,0.0
5681,362,0.0,6.44,93.0,4.17,50,2.0,20,2,0.0
5682,836,2.0,5.53,106.0,1.65,20,2.0,20,2,0.0
5683,1712,0.0,4.7,98.0,4.49,50,2.0,20,4,0.0
5684,1541,0.0,6.83,142.0,4.73,50,1.0,20,4,1.0
5685,1956,1.0,7.29,147.0,2.84,20,1.0,20,4,0.0
5686,1371,0.0,6.35,89.0,4.8,25,1.5,15,1,1.0
5687,405,0.0,5.65,108.0,3.84,40,2.0,20,2,0.0
5688,762,1.0,7.9,157.0,4.08,50,1.0,15,2,1.0
5689,411,0.0,8.09,171.0,3.68,50,3.0,30,1,0.0
5690,926,0.0,5.73,81.0,3.25,40,3.0,20,2,0.0
5691,836,1.0,7.05,91.0,3.54,25,1.5,15,1,1.0
5692,1134,0.0,4.15,90.0,4.19,25,1.0,20,4,0.0
5693,950,0.0,4.13,111.0,3.53,25,1.5,15,1,1.0
5694,899,1.0,7.24,112.0,3.51,50,2.0,20,5,0.0
5695,188,0.0,6.16,150.0,4.1,50,1.0,20,2,1.0
5696,760,0.0,8.21,192.0,4.6,50,1.0,30,5,0.0
5697,409,0.0,4.0,81.0,4.51,50,2.0,20,2,0.0
5698,396,0.0,6.06,105.0,4.16,50,2.0,20,1,0.0
5699,851,0.0,7.8,149.0,4.72,50,1.0,20,2,0.0
5700,504,2.0,4.97,117.0,2.27,20,1.0,20,2,1.0
5701,613,0.0,7.45,155.0,4.71,50,1.0,20,5,0.0
5702,318,3.0,7.63,161.0,2.82,50,1.0,20,2,1.0
5703,608,0.0,6.18,111.0,4.78,50,1.0,20,2,1.0
5704,3806,1.0,5.5,110.0,3.53,25,1.5,15,1,1.0
5705,1758,1.0,7.24,85.0,3.55,40,1.0,20,4,1.0
5706,395,1.0,5.8,92.0,4.17,50,1.0,20,1,0.0
5707,1695,0.0,4.04,100.0,2.61,20,3.0,20,4,1.0
5708,1301,0.0,6.9,85.0,4.8,50,1.0,20,4,1.0
5709,553,0.0,6.76,125.0,4.44,25,1.5,15,1,1.0
5710,699,0.0,7.12,91.0,4.17,50,2.0,20,2,1.0
5711,699,0.0,5.51,94.0,3.86,40,2.0,20,5,0.0
5712,266,0.0,6.73,149.0,3.78,40,2.0,20,2,0.0
5713,3059,0.0,5.37,114.0,4.15,40,1.0,20,6,1.0
5714,1664,0.0,6.59,114.0,2.89,25,1.5,15,1,1.0
5715,1148,2.0,6.53,107.0,3.52,50,1.0,20,5,0.0
5716,1652,0.0,6.17,94.0,4.48,50,2.0,20,4,0.5
5717,1898,0.0,5.56,105.0,3.53,40,2.0,20,4,0.0
5718,664,0.0,4.47,82.0,4.82,50,2.0,20,5,0.0
5719,589,0.0,6.98,121.0,3.82,50,3.0,20,5,0.0
5720,2032,0.0,4.72,106.0,2.91,20,2.0,20,4,0.0
5721,220,0.0,7.59,164.0,4.07,25,1.5,15,1,1.0
5722,1665,0.0,6.49,170.0,4.39,50,2.0,20,4,0.0
5723,424,0.0,4.76,84.0,3.25,20,2.0,20,2,0.0
5724,461,1.0,6.39,154.0,4.09,50,1.0,20,5,0.0
5725,1116,0.0,7.28,139.0,4.67,50,1.0,30,5,0.0
5726,676,0.0,6.84,100.0,4.16,50,2.0,20,2,0.0
5727,1922,0.0,8.23,159.0,4.33,50,2.0,30,4,1.0
5728,3115,0.0,4.33,109.0,2.59,20,3.0,20,6,1.0
5729,798,0.0,7.71,116.0,4.13,50,2.0,20,2,0.0
5730,110,0.0,4.97,113.0,3.53,20,1.0,20,2,0.0
5731,774,1.0,7.2,127.0,3.49,25,1.5,15,1,1.0
5732,365,3.0,6.06,128.0,2.87,25,1.0,20,1,1.0
5733,1541,1.0,5.5,112.0,3.52,40,1.0,20,4,0.0
5734,1204,1.0,7.65,88.0,3.85,25,2.0,20,5,0.0
5735,149,3.0,8.36,146.0,2.14,50,2.0,30,2,0.0
5736,2747,0.0,4.81,107.0,4.73,50,1.0,30,6,1.0
5737,449,1.0,7.52,163.0,3.13,25,2.0,20,5,1.0
5738,2144,0.0,5.27,82.0,4.82,50,1.0,20,4,0.0
5739,151,0.0,6.25,167.0,4.39,25,1.5,15,1,1.0
5740,1293,1.0,7.53,138.0,1.6,10,2.0,20,5,1.0
5741,701,1.0,3.43,84.0,4.26,50,1.0,10,5,1.0
5742,417,0.0,6.59,127.0,2.56,10,2.0,20,5,1.0
5743,786,0.0,5.63,85.0,3.87,25,1.5,15,1,1.0
5744,873,0.0,4.54,101.0,4.17,40,1.0,20,2,1.0
5745,888,0.0,5.16,85.0,3.56,40,2.0,20,2,0.0
5746,608,0.0,5.66,85.0,3.87,40,2.0,20,2,0.0
5747,1636,0.0,4.14,102.0,3.92,50,2.0,10,4,0.0
5748,548,0.0,8.27,186.0,2.72,20,2.0,30,5,1.0
5749,462,0.0,6.94,101.0,3.53,20,1.0,20,2,0.0
5750,1586,0.0,7.15,99.0,4.47,50,2.0,20,4,0.0
5751,488,0.0,7.31,145.0,4.1,40,1.0,15,1,0.0
5752,1801,0.0,5.26,118.0,4.14,40,1.0,20,6,0.0
5753,529,1.0,7.58,125.0,2.87,40,2.0,15,5,0.0
5754,1758,1.0,5.94,108.0,3.84,50,2.0,20,4,1.0
5755,1311,1.0,7.41,131.0,3.17,40,2.0,20,4,0.0
5756,890,0.0,6.11,87.0,4.49,50,2.0,20,5,0.0
5757,230,0.0,7.64,108.0,4.14,40,1.0,20,2,0.0
5758,465,0.0,6.51,114.0,4.77,50,1.0,20,2,1.0
5759,847,1.0,8.42,127.0,3.74,50,2.0,30,2,0.0
5760,241,0.0,5.97,96.0,3.85,40,2.0,20,2,0.0
5761,905,2.0,8.42,132.0,2.16,25,1.5,15,1,1.0
5762,1214,3.0,7.48,118.0,2.56,50,2.0,20,4,0.0
5763,1792,2.0,6.39,94.0,2.91,50,2.0,20,4,0.0
5764,2293,1.0,5.71,116.0,3.52,40,1.0,20,4,0.0
5765,867,1.0,4.82,104.0,3.79,25,1.5,15,1,1.0
5766,864,0.0,4.47,112.0,3.53,20,1.0,20,2,0.0
5767,3338,0.0,6.32,99.0,4.48,25,1.5,15,1,1.0
5768,225,1.0,6.67,141.0,3.48,50,2.0,20,2,0.0
5769,1467,1.0,5.68,88.0,3.55,40,1.0,20,4,0.0
5770,688,2.0,6.13,150.0,3.16,25,1.5,15,1,1.0
5771,552,0.0,6.52,95.0,3.54,20,1.0,20,5,0.0
5772,3987,0.0,5.03,83.0,3.25,20,2.0,20,6,0.0
5773,1128,0.0,5.13,114.0,3.15,20,2.0,30,5,0.0
5774,470,0.0,4.01,105.0,3.23,20,2.0,20,2,0.0
5775,637,1.0,8.7,157.0,3.07,50,3.0,30,2,1.0
5776,411,1.0,7.98,95.0,2.9,40,2.0,20,1,0.0
5777,689,0.0,8.11,200.0,2.52,20,3.0,10,2,0.0
5778,1214,1.0,7.53,108.0,1.95,25,1.5,15,1,1.0
5779,453,0.0,7.04,97.0,4.16,50,1.0,20,1,0.0
5780,937,1.0,7.2,106.0,4.15,50,1.0,20,5,1.0
5781,251,0.0,6.01,127.0,2.87,10,1.0,20,1,0.0
5782,1149,1.0,7.03,134.0,2.86,20,1.0,20,4,0.0
5783,1512,0.0,6.66,168.0,4.39,50,2.0,20,4,0.0
5784,1077,0.0,6.84,133.0,4.74,50,1.0,20,5,0.0
5785,882,1.0,5.78,109.0,4.15,50,1.0,20,5,1.0
5786,2273,0.0,4.96,113.0,3.9,25,1.5,15,1,1.0
5787,551,1.0,6.88,105.0,3.52,50,2.0,20,5,1.0
5788,2797,0.0,6.95,121.0,2.56,10,2.0,20,6,0.0
5789,425,2.0,6.93,133.0,3.49,50,1.0,20,2,0.0
5790,18151,0.0,7.37,116.0,3.82,25,1.5,15,1,1.0
5791,567,1.0,6.44,129.0,4.12,50,1.0,15,2,0.0
5792,1976,1.0,5.55,81.0,3.56,40,1.0,20,6,0.0
5793,2262,1.0,7.03,104.0,4.15,25,1.5,15,1,1.0
5794,1294,0.0,5.88,86.0,4.18,50,2.0,20,5,1.0
5795,642,1.0,5.6,115.0,3.52,40,1.0,20,2,0.0
5796,175,0.0,7.29,80.0,4.18,50,2.0,20,2,0.0
5797,359,1.0,8.43,137.0,4.04,50,1.0,30,2,0.0
5798,734,1.0,6.77,167.0,3.76,50,2.0,20,2,0.0
5799,221,0.0,6.17,105.0,1.96,10,3.0,20,1,0.0
5800,1691,2.0,5.38,93.0,2.92,40,1.0,20,4,1.0
5801,1239,0.0,5.96,118.0,4.14,40,1.0,20,5,0.0
5802,487,0.0,7.62,127.0,4.12,50,2.0,20,2,0.0
5803,276,1.0,5.94,105.0,2.9,40,2.0,20,1,0.0
5804,522,0.0,6.41,94.0,2.28,25,1.5,15,1,1.0
5805,13900,0.0,7.64,145.0,2.53,10,2.0,20,4,1.0
5806,721,0.0,4.66,86.0,4.19,40,1.0,20,2,0.0
5807,1191,0.0,7.45,148.0,4.09,40,1.0,20,5,0.0
5808,209,0.0,8.4,155.0,4.02,50,2.0,30,2,0.0
5809,1194,1.0,6.82,146.0,4.1,50,1.0,20,5,0.0
5810,1105,0.0,5.76,109.0,4.47,50,2.0,20,4,0.0
5811,1141,0.0,6.84,970.0,4.13,40,1.0,20,4,0.0
5812,351,0.0,5.96,105.0,4.16,40,1.0,20,1,1.0
5813,1116,2.0,7.73,108.0,1.95,40,3.0,20,4,1.0
5814,1734,0.0,7.2,100.0,4.16,25,1.5,15,1,1.0
5815,616,1.0,6.88,86.0,3.86,50,2.0,20,5,0.5
5816,3609,3.0,6.57,163.0,0.31,10,2.0,20,6,0.0
5817,586,1.0,6.68,107.0,4.15,50,1.0,20,2,0.0
5818,550,0.0,8.03,147.0,3.4,20,1.0,30,2,0.0
5819,4205,0.0,6.75,91.0,2.29,10,2.0,15,6,0.0
5820,441,1.0,5.94,93.0,2.92,40,2.0,20,3,0.0
5821,2131,0.0,5.75,104.0,3.85,50,3.0,20,6,0.0
5822,1774,0.0,7.97,120.0,4.44,50,2.0,20,4,0.0
5823,1304,1.0,6.41,116.0,3.2,40,2.0,20,4,0.0
5824,390,1.0,7.16,154.0,4.09,50,1.0,20,2,0.0
5825,826,0.0,5.39,111.0,3.53,40,2.0,20,2,0.0
5826,284,0.0,7.17,113.0,4.77,50,1.0,15,1,0.0
5827,1906,0.0,8.8,180.0,3.04,40,3.0,30,4,0.0
5828,1324,0.0,5.97,106.0,4.16,40,1.0,20,4,0.0
5829,880,0.0,6.86,99.0,4.79,50,1.0,20,5,0.0
5830,2175,1.0,7.46,125.0,3.49,40,1.0,20,4,0.0
5831,3809,0.0,5.79,80.0,4.19,40,1.0,20,6,1.0
5832,279,0.0,6.97,141.0,4.42,50,2.0,20,1,0.0
5833,314,0.0,6.27,98.0,4.16,40,1.0,20,2,0.0
5834,454,1.0,7.58,152.0,4.09,50,1.0,20,1,0.0
5835,1695,0.0,5.78,80.0,3.56,40,2.0,20,4,0.0
5836,738,0.0,7.21,99.0,4.16,40,1.0,20,2,0.0
5837,1365,0.0,5.19,99.0,4.8,25,1.5,15,1,1.0
5838,3379,0.0,6.14,127.0,2.87,20,2.0,20,6,0.0
5839,167,0.0,4.71,83.0,4.19,50,2.0,20,2,0.0
5840,4155,0.0,6.59,113.0,2.26,20,2.0,20,6,0.0
5841,592,0.0,6.86,108.0,4.46,25,1.5,15,1,1.0
5842,528,0.0,7.76,133.0,4.11,50,2.0,20,5,0.0
5843,1136,2.0,3.87,38.0,2.12,40,3.0,10,5,0.0
5844,1224,2.0,7.9,129.0,3.17,50,2.0,20,5,0.0
5845,1314,0.0,5.74,90.0,3.86,40,2.0,20,4,0.0
5846,185,0.0,6.92,162.0,4.08,50,2.0,20,2,0.0
5847,2042,1.0,6.56,94.0,3.54,50,2.0,20,4,0.0
5848,1789,0.0,7.24,168.0,2.81,40,2.0,20,4,1.0
5849,928,2.0,6.66,126.0,3.5,50,1.0,20,2,1.0
5850,742,0.0,6.93,146.0,4.41,50,2.0,20,5,0.0
5851,3688,2.0,5.28,90.0,2.92,25,1.5,15,1,1.0
5852,1615,0.0,6.64,82.0,3.87,50,3.0,20,4,0.0
5853,590,0.0,7.67,80.0,3.55,20,1.0,20,2,1.0
5854,2221,0.0,6.51,117.0,4.77,50,1.0,20,4,0.0
5855,1152,0.0,8.25,181.0,4.3,50,2.0,30,4,0.0
5856,627,0.0,4.5,112.0,4.78,50,1.0,20,2,0.0
5857,2027,0.0,5.7,118.0,3.83,40,2.0,20,4,0.0
5858,1618,0.0,5.95,118.0,3.2,40,3.0,20,4,1.0
5859,2619,0.0,5.63,103.0,4.47,50,2.0,20,6,0.0
5860,862,0.0,5.01,93.0,2.92,20,2.0,20,2,0.0
5861,1208,0.0,4.09,104.0,4.8,50,1.0,20,5,0.0
5862,2948,0.0,6.24,131.0,4.12,50,2.0,20,6,0.0
5863,1641,0.0,7.8,130.0,4.43,50,2.0,20,4,0.0
5864,2950,0.0,6.8,161.0,4.71,50,1.0,20,6,0.0
5865,248,0.0,3.6,96.0,4.87,50,1.0,10,2,0.0
5866,1036,1.0,6.95,90.0,4.17,50,1.0,20,5,0.0
5867,1552,0.0,5.1,88.0,3.56,40,2.0,20,4,1.0
5868,173,0.0,5.94,117.0,3.26,20,2.0,10,2,0.0
5869,231,0.0,6.07,117.0,4.77,50,1.0,20,2,0.0
5870,2182,0.0,5.11,95.0,4.17,50,2.0,20,4,0.0
5871,1175,0.0,7.25,110.0,4.14,50,2.0,20,5,0.0
5872,387,0.0,6.21,981.0,4.79,50,1.0,20,2,0.0
5873,617,1.0,7.26,144.0,1.9,20,3.0,20,5,0.0
5874,790,0.0,6.49,118.0,4.76,25,1.5,15,1,1.0
5875,941,0.0,5.77,87.0,4.18,40,1.0,20,2,1.0
5876,2142,0.0,8.17,170.0,4.63,50,1.0,30,4,0.0
5877,728,1.0,4.64,96.0,2.92,25,1.5,15,1,1.0
5878,977,0.0,6.92,101.0,4.47,50,2.0,20,5,0.0
5879,409,2.0,6.5,115.0,3.2,50,2.0,20,1,1.0
5880,398,1.0,5.87,93.0,3.54,40,1.0,20,2,0.0
5881,178,0.0,7.22,151.0,4.72,50,1.0,20,2,1.0
5882,1771,1.0,4.04,81.0,3.57,40,1.0,20,4,0.0
5883,1908,1.0,5.69,93.0,2.92,40,2.0,20,4,0.0
5884,226,1.0,5.82,83.0,2.93,40,2.0,20,1,0.0
5885,1547,0.0,6.41,147.0,4.73,50,1.0,20,4,0.0
5886,2569,0.0,5.05,116.0,4.15,40,1.0,20,6,1.0
5887,342,1.0,5.76,97.0,3.54,40,1.0,20,1,0.0
5888,193,0.0,8.15,158.0,3.39,25,1.5,15,1,1.0
5889,535,0.0,7.56,118.0,4.76,50,1.0,20,2,0.0
5890,1642,1.0,7.19,141.0,3.48,40,1.0,20,4,0.0
5891,1158,0.0,6.67,160.0,3.77,40,2.0,20,5,1.0
5892,488,3.0,7.05,109.0,2.89,50,1.0,20,2,0.0
5893,1449,1.0,7.35,144.0,3.72,50,2.0,30,4,0.0
5894,2639,0.0,6.26,102.0,4.47,25,1.5,15,1,1.0
5895,715,1.0,5.37,116.0,2.58,25,1.5,15,1,1.0
5896,862,1.0,4.82,102.0,4.17,50,1.0,20,2,0.0
5897,1365,0.0,3.7,20.0,4.97,50,1.0,10,4,1.0
5898,3807,0.0,7.5,168.0,4.07,25,2.0,20,6,0.0
5899,3284,0.0,7.0,144.0,4.1,50,2.0,20,6,0.0
5900,2117,1.0,5.93,106.0,3.84,50,2.0,20,4,0.0
5901,399,0.0,5.44,92.0,3.86,40,2.0,20,2,1.0
5902,1809,0.0,2.22,61.0,4.93,50,1.0,10,4,0.0
5903,2897,0.0,6.71,142.0,4.73,50,1.0,20,6,0.0
5904,1186,0.0,6.84,108.0,3.52,40,2.0,20,4,1.0
5905,1835,0.0,7.08,163.0,4.39,50,2.0,20,6,0.0
5906,656,0.0,8.13,176.0,4.62,50,1.0,30,2,0.0
5907,1106,0.0,8.12,195.0,4.28,50,2.0,30,5,0.0
5908,972,2.0,7.17,94.0,2.91,50,2.0,20,2,0.0
5909,1087,0.0,6.3,80.0,3.56,40,2.0,20,5,0.0
5910,634,0.0,7.66,153.0,4.71,25,1.5,15,1,1.0
5911,870,0.0,4.55,96.0,4.8,25,1.5,15,1,1.0
5912,640,0.0,6.86,129.0,4.43,50,2.0,20,2,0.0
5913,1352,0.0,7.4,80.0,2.92,10,1.0,20,4,1.0
5914,819,0.0,6.73,156.0,3.77,40,2.0,20,2,0.0
5915,1926,3.0,5.99,94.0,2.29,50,2.0,20,4,0.0
5916,725,3.0,6.16,104.0,1.65,25,1.5,15,1,1.0
5917,2109,0.0,4.58,82.0,4.19,40,1.0,20,4,0.0
5918,12151,0.0,6.82,110.0,3.83,50,3.0,20,4,0.0
5919,1685,0.0,3.38,19.0,3.4,40,2.0,15,4,0.0
5920,444,0.0,5.77,108.0,3.84,40,2.0,20,2,0.0
5921,401,0.0,4.73,119.0,3.52,20,1.0,20,2,0.0
5922,619,1.0,7.43,159.0,3.77,50,2.0,20,2,0.0
5923,3569,0.0,6.39,93.0,2.91,10,1.0,20,6,0.0
5924,885,0.0,7.1,93.0,2.28,10,2.0,20,2,0.0
5925,4103,2.0,5.24,116.0,2.58,40,2.0,20,6,0.0
5926,480,0.0,8.91,183.0,2.09,10,2.0,30,1,0.0
5927,355,0.0,6.62,96.0,2.59,10,2.0,20,1,1.0
5928,1377,0.0,6.84,133.0,4.43,50,2.0,20,4,0.0
5929,105,1.0,7.05,135.0,4.11,50,1.0,15,2,0.0
5930,335,0.0,7.22,137.0,4.74,50,1.0,20,2,0.0
5931,627,0.0,6.85,123.0,4.44,50,2.0,20,2,0.0
5932,198,0.0,6.77,81.0,4.18,40,1.0,20,2,0.0
5933,3563,0.0,5.55,80.0,4.5,50,2.0,20,6,0.0
5934,737,0.0,6.29,136.0,4.43,50,2.0,20,5,0.0
5935,1866,1.0,5.38,111.0,2.9,40,2.0,20,4,0.0
5936,1695,1.0,7.85,101.0,1.95,25,2.0,20,4,0.0
5937,2047,0.0,8.85,146.0,2.77,20,2.0,30,4,0.0
5938,175,0.0,6.1,101.0,4.16,50,2.0,20,2,1.0
5939,1264,0.0,7.19,89.0,4.17,40,1.0,20,4,0.0
5940,2062,0.0,7.49,135.0,3.48,20,1.0,20,6,1.0
5941,2031,0.0,6.02,120.0,4.76,50,1.0,20,4,0.0
5942,270,1.0,7.63,110.0,2.88,40,2.0,20,2,0.0
5943,1783,1.0,7.06,102.0,3.21,40,2.0,20,4,0.0
5944,681,0.0,7.56,134.0,3.48,20,1.0,20,2,0.0
5945,272,0.0,8.1,190.0,3.97,40,1.0,30,2,1.0
5946,673,1.0,8.33,158.0,3.7,50,2.0,30,5,1.0
5947,3915,3.0,5.9,103.0,1.65,20,1.0,20,6,0.0
5948,821,0.0,7.31,139.0,4.8,50,1.0,10,2,0.0
5949,1675,0.0,3.92,23.0,4.96,50,1.0,10,4,0.0
5950,252,0.0,7.07,782.0,4.8,50,1.0,20,1,0.0
5951,1804,0.0,6.58,89.0,4.8,50,1.0,20,4,0.0
5952,677,2.0,5.33,88.0,2.93,40,1.0,20,5,0.0
5953,229,1.0,7.32,86.0,4.17,50,1.0,20,2,0.0
5954,584,0.0,5.65,108.0,4.15,40,1.0,20,2,1.0
5955,841,0.0,5.07,109.0,3.22,20,2.0,20,5,0.0
5956,1321,1.0,7.43,127.0,3.49,50,2.0,20,4,1.0
5957,477,0.0,3.06,57.0,4.3,40,1.0,10,5,0.0
5958,1424,0.0,7.72,127.0,4.12,50,2.0,20,4,0.0
5959,130,0.0,8.26,163.0,3.69,40,2.0,30,2,1.0
5960,1992,1.0,8.76,161.0,4.01,50,1.0,30,4,0.0
5961,876,0.0,4.19,98.0,4.18,50,2.0,20,2,0.0
5962,1827,1.0,4.26,90.0,3.56,40,1.0,20,4,0.0
5963,555,3.0,7.01,95.0,1.34,20,2.0,20,2,0.0
5964,1982,0.0,8.49,135.0,4.67,50,1.0,30,6,0.0
5965,139,0.0,2.81,64.0,4.29,25,2.0,10,2,0.0
5966,1292,2.0,5.5,107.0,2.9,40,1.0,20,4,1.0
5967,896,0.0,6.08,92.0,2.92,10,1.0,20,2,0.0
5968,561,0.0,3.49,93.0,2.99,25,1.5,15,1,1.0
5969,877,0.0,4.39,99.0,2.92,25,1.5,15,1,1.0
5970,344,0.0,5.18,110.0,4.47,50,2.0,20,2,0.0
5971,1683,0.0,7.42,143.0,2.53,10,2.0,20,4,1.0
5972,574,0.0,6.82,128.0,4.44,50,2.0,20,5,0.0
5973,476,1.0,7.23,136.0,1.91,10,2.0,20,2,0.5
5974,292,1.0,6.14,153.0,3.78,50,2.0,15,2,1.0
5975,1306,0.0,7.27,149.0,3.47,40,2.0,20,4,0.0
5976,453,0.0,7.33,149.0,4.72,50,1.0,20,5,1.0
5977,619,0.0,5.03,103.0,4.16,40,1.0,20,2,1.0
5978,115,2.0,6.73,170.0,3.44,50,1.0,20,2,0.0
5979,892,0.0,4.04,107.0,3.22,40,3.0,20,2,0.0
5980,428,0.0,7.5,163.0,4.07,50,2.0,20,1,0.0
5981,967,0.0,5.56,84.0,4.19,50,2.0,20,2,1.0
5982,1538,0.0,5.84,88.0,4.12,40,1.0,30,4,0.0
5983,989,1.0,6.09,92.0,2.6,25,1.5,15,1,1.0
5984,969,0.0,5.59,102.0,4.16,40,1.0,20,5,0.0
5985,1442,1.0,5.54,113.0,3.84,50,2.0,20,4,0.0
5986,1204,0.0,6.52,139.0,4.74,50,1.0,20,5,0.0
5987,2205,0.0,6.01,132.0,4.75,25,1.5,15,1,1.0
5988,1504,0.0,5.21,117.0,3.83,50,3.0,20,4,0.0
5989,598,0.0,7.36,82.0,4.8,25,1.5,15,1,1.0
5990,369,0.0,6.28,95.0,4.17,50,2.0,20,2,1.0
5991,3834,1.0,7.06,169.0,3.44,50,2.0,20,6,1.0
5992,2087,0.0,6.0,98.0,4.17,50,2.0,20,4,0.0
5993,719,0.0,6.7,139.0,4.42,50,2.0,20,5,0.0
5994,2074,0.0,8.47,188.0,2.4,20,3.0,30,4,0.0
5995,901,0.0,7.06,109.0,2.89,10,1.0,20,2,0.0
5996,2034,1.0,6.06,144.0,4.11,50,1.0,20,4,0.0
5997,863,0.0,6.94,130.0,4.75,50,1.0,20,2,0.0
5998,313,0.0,7.88,129.0,4.11,25,1.5,15,1,1.0
5999,245,0.0,8.34,129.0,3.73,25,2.0,30,2,0.0
6000,1186,0.0,6.64,157.0,4.71,50,1.0,20,5,0.0
6001,383,1.0,5.71,96.0,3.54,40,1.0,20,2,0.0
6002,1657,0.0,5.53,118.0,4.46,25,1.5,15,1,1.0
6003,509,3.0,2.59,89.0,2.06,40,2.0,10,5,0.0
6004,444,0.0,7.17,126.0,3.81,25,1.5,15,1,1.0
6005,187,1.0,6.89,164.0,3.76,50,2.0,20,2,1.0
6006,2018,0.0,8.18,121.0,4.06,40,1.0,30,4,1.0
6007,2052,0.0,6.46,136.0,4.43,50,2.0,20,6,1.0
6008,1510,1.0,6.95,947.0,3.81,50,2.0,20,4,0.0
6009,804,0.0,5.83,112.0,4.15,40,1.0,20,2,1.0
6010,1601,1.0,4.33,87.0,2.93,20,1.0,20,4,1.0
6011,310,2.0,6.31,98.0,3.54,50,1.0,20,2,1.0
6012,228,1.0,5.94,101.0,2.59,20,2.0,20,2,0.0
6013,977,0.0,5.07,82.0,4.19,40,1.0,20,5,0.0
6014,936,1.0,6.23,139.0,4.11,25,1.0,20,2,0.0
6015,346,0.0,6.55,148.0,3.79,25,1.5,15,1,1.0
6016,738,0.0,5.28,107.0,3.53,40,2.0,20,2,1.0
6017,364,0.0,7.19,141.0,4.73,50,1.0,20,2,1.0
6018,242,1.0,5.23,97.0,3.86,50,2.0,20,2,0.0
6019,807,1.0,5.61,110.0,3.52,40,1.0,20,2,0.0
6020,468,0.0,7.14,157.0,4.71,50,1.0,20,5,0.5
6021,701,0.0,5.36,95.0,4.17,40,1.0,20,2,0.0
6022,803,0.0,5.93,118.0,4.14,40,1.0,20,2,0.0
6023,2435,1.0,6.7,81.0,4.18,50,1.0,20,6,0.0
6024,603,0.0,5.25,101.0,2.91,25,1.5,15,1,1.0
6025,564,1.0,6.55,85.0,2.92,40,2.0,15,5,0.0
6026,417,0.0,6.11,116.0,4.77,50,1.0,20,2,0.0
6027,310,0.0,7.67,121.0,4.13,40,1.0,20,1,0.5
6028,1136,1.0,6.92,131.0,3.49,50,2.0,20,4,0.5
6029,4131,0.0,7.06,126.0,4.75,50,1.0,20,6,0.0
6030,1455,0.0,7.5,149.0,4.09,50,2.0,20,4,0.0
6031,1210,1.0,4.9,116.0,3.21,40,2.0,20,4,0.0
6032,105,0.0,6.17,95.0,4.17,50,2.0,15,2,0.0
6033,156,2.0,7.21,170.0,2.81,50,2.0,20,2,0.0
6034,735,0.0,7.43,125.0,3.49,20,1.0,20,2,1.0
6035,591,1.0,7.58,85.0,4.17,50,1.0,20,5,0.0
6036,1261,0.0,7.25,86.0,3.54,25,1.5,15,1,1.0
6037,2170,0.0,6.4,153.0,3.47,40,2.0,20,4,0.0
6038,1287,0.0,6.48,105.0,2.9,10,1.0,20,4,0.0
6039,788,0.0,6.33,126.0,3.81,25,1.5,15,1,1.0
6040,2046,0.0,5.05,82.0,4.19,40,1.0,20,4,1.0
6041,294,1.0,5.15,82.0,4.19,50,1.0,20,1,1.0
6042,4130,3.0,5.6,113.0,1.64,40,2.0,20,6,0.0
6043,115,0.0,6.17,134.0,4.75,50,1.0,20,2,0.0
6044,962,0.0,5.28,96.0,3.54,40,2.0,20,5,0.0
6045,312,0.0,6.23,135.0,4.12,50,2.0,20,1,0.0
6046,1579,3.0,4.76,108.0,1.96,40,2.0,20,4,1.0
6047,1138,0.0,6.24,85.0,2.92,10,1.0,20,5,0.0
